Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,ASX7000NP-512GT-C,Adata,XPG SX7000 NVMe PCIe M.2 512GB,141,129,1760,https://ssd.userbenchmark.com/SpeedTest/318275/NVMe-ADATA-SX7000NP
SSD,MZHPU256HCGL,Samsung,XP941 PCIe M.2 256GB,142,128,1974,https://ssd.userbenchmark.com/SpeedTest/4625/SAMSUNG-MZHPU256HCGL-00000
SSD,MDNVME80-SBX-1T,MyDigitalSSD,SBX NVMe PCIe M.2 1TB,143,127,22,https://ssd.userbenchmark.com/SpeedTest/455228/SBX
SSD,ASX6000NP-256GT-C,Adata,XPG SX6000 NVMe PCIe M.2 256GB,144,125,4327,https://ssd.userbenchmark.com/SpeedTest/387986/ADATA-SX6000NP
SSD,WDS256G1X0C,WD,Black NVMe PCIe M.2 256GB (2017),145,125,14797,https://ssd.userbenchmark.com/SpeedTest/237667/WDC-WDS256G1X0C-00ENX0
SSD,ASX6000NP-1TT-C,Adata,XPG SX6000 NVMe PCIe M.2 1TB,146,125,109,https://ssd.userbenchmark.com/SpeedTest/471014/ADATA-SX6000NP
SSD,ASX6000NP-512GT-C,Adata,XPG SX6000 NVMe PCIe M.2 512GB,147,124,2097,https://ssd.userbenchmark.com/SpeedTest/410831/ADATA-SX6000NP
SSD,MZHPU512HCGL,Samsung,XP941 PCIe M.2 512GB,148,124,918,https://ssd.userbenchmark.com/SpeedTest/4874/SAMSUNG-MZHPU512HCGL-00000
SSD,,Toshiba, THNSN5512GPUK NVMe PCIe M.2 512GB,149,122,11404,https://ssd.userbenchmark.com/SpeedTest/160272/NVMe-THNSN5512GPUK-NV
SSD,,Samsung,PM951 NVMe PCIe M.2 256GB,150,121,8239,https://ssd.userbenchmark.com/SpeedTest/37673/NVMe-PM951-NVMe-SAMSU
SSD,PX-AG256M6e,Plextor,M6e PCIe 256GB,151,121,399,https://ssd.userbenchmark.com/SpeedTest/7265/PLEXTOR-PX-AG256M6e
SSD,PX-AG512M6e,Plextor,M6e PCIe 512GB,152,119,102,https://ssd.userbenchmark.com/SpeedTest/14616/PLEXTOR-PX-AG512M6e
SSD,SSDPEKKW256G7X1,Intel,600p Series NVMe PCIe M.2 256GB,153,119,36046,https://ssd.userbenchmark.com/SpeedTest/169054/INTEL-SSDPEKKW256G7
SSD,SSDPEKKF512G7X1,Intel,Pro 6000p NVMe PCIe M.2 512GB,154,117,1404,https://ssd.userbenchmark.com/SpeedTest/289714/INTEL-SSDPEKKF512G7H
SSD,MZ-75E2T0B,Samsung,850 Evo 2TB,155,117,4280,https://ssd.userbenchmark.com/SpeedTest/32539/Samsung-SSD-850-EVO-2TB
SSD,PX-G256M6e,Plextor,M6e  PCIe M.2 256GB,156,116,1047,https://ssd.userbenchmark.com/SpeedTest/12059/PLEXTOR-PX-G256M6e
SSD,PX-128M8SeY,Plextor,M8Se NVMe PCIe M.2 128GB,157,116,164,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,PX-128M8SeG,Plextor,M8Se NVMe PCIe M.2 128GB,157,116,164,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,PX-128M8SeGN,Plextor,M8Se NVMe PCIe M.2 128GB,157,116,164,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,MZ-76E2T0B,Samsung,860 Evo 2TB,158,115,7608,https://ssd.userbenchmark.com/SpeedTest/430706/Samsung-SSD-860-EVO-2TB
SSD,MZ-76P1T0B,Samsung,860 Pro 1TB,159,114,1950,https://ssd.userbenchmark.com/SpeedTest/434505/Samsung-SSD-860-PRO-1TB
SSD,SA1000M8/240G,Kingston,A1000 NVMe PCIe M.2 240GB,160,114,14222,https://ssd.userbenchmark.com/SpeedTest/497453/KINGSTON-SA1000M8240G
SSD,MZ-76E4T0B,Samsung,860 Evo 4TB,161,114,1394,https://ssd.userbenchmark.com/SpeedTest/440150/Samsung-SSD-860-EVO-4TB
SSD,ASX8000NP-128GM-C,Adata,XPG SX8000 NVMe PCIe M.2 128GB,162,114,108,https://ssd.userbenchmark.com/SpeedTest/214181/NVMe-ADATA-SX8000NP
SSD,CSSD-F240GBMP300,Corsair,Force MP300 NVMe PCIe M.2 240GB,163,114,2024,https://ssd.userbenchmark.com/SpeedTest/538791/NVMe-Force-MP300
SSD,MZ-76E1T0B,Samsung,860 Evo 1TB,164,113,139131,https://ssd.userbenchmark.com/SpeedTest/423831/Samsung-SSD-860-EVO-1TB
SSD,,Toshiba, THNSN5256GPUK NVMe PCIe M.2 256GB,165,113,11914,https://ssd.userbenchmark.com/SpeedTest/202063/THNSN5256GPUK-TOSHIBA
SSD,ASX6000NP-128GT-C,Adata,XPG SX6000 NVMe PCIe M.2 128GB,166,112,4311,https://ssd.userbenchmark.com/SpeedTest/391493/ADATA-SX6000NP
SSD,MKNP44SC240GB,Mushkin,Scorpion Deluxe PCIe 240GB,167,111,46,https://ssd.userbenchmark.com/SpeedTest/18266/Mushkin-Scorpion-Deluxe
SSD,MZ-76P512B,Samsung,860 Pro 512GB,168,111,4648,https://ssd.userbenchmark.com/SpeedTest/431483/Samsung-SSD-860-PRO-512GB
SSD,,Samsung,MZFLV512 NVMe PCIe M.2 512GB,169,111,1168,https://ssd.userbenchmark.com/SpeedTest/36829/NVMe-SAMSUNG-MZFLV512
SSD,MZ-75E1T0B,Samsung,850 Evo 1TB,170,111,72317,https://ssd.userbenchmark.com/Samsung-850-Evo-1TB/Rating/3576
SSD,MDNVME80-SBX-0256,MyDigitalSSD,SBX NVMe PCIe M.2 256GB,171,111,150,https://ssd.userbenchmark.com/SpeedTest/456332/SBX
SSD,ASU800SS-2TT-C,Adata,Ultimate SU800 2TB,172,110,737,https://ssd.userbenchmark.com/SpeedTest/584479/ADATA-SU800
SSD,ASX7000NP-256GT-C,Adata,XPG SX7000 NVMe PCIe M.2 256GB,173,110,1475,https://ssd.userbenchmark.com/SpeedTest/304438/NVMe-ADATA-SX7000NP
SSD,MZ-76P256BW,Samsung,860 Pro 256GB,174,110,3493,https://ssd.userbenchmark.com/Samsung-860-Pro-256GB/Rating/3950
SSD,MZHPU128HCGM,Samsung,XP941 PCIe M.2 128GB,175,109,618,https://ssd.userbenchmark.com/SpeedTest/6251/SAMSUNG-MZHPU128HCGM-00000
SSD,MZ-75E500B,Samsung,850 Evo 500GB,176,109,452014,https://ssd.userbenchmark.com/Samsung-850-Evo-500GB/Rating/3477
SSD,MZ-7KE2T0BW,Samsung,850 Pro 2TB,177,108,1247,https://ssd.userbenchmark.com/SpeedTest/38860/Samsung-SSD-850-PRO-2TB
SSD,MZ-75E4T0B,Samsung,850 Evo 4TB,178,108,433,https://ssd.userbenchmark.com/SpeedTest/169156/Samsung-SSD-850-EVO-4TB
SSD,CT1000MX500SSD1,Crucial,MX500 1TB,179,107,45702,https://ssd.userbenchmark.com/SpeedTest/406099/CT1000MX500SSD1
SSD,MZ-76E4T0BW,Samsung,860 QVO 4TB,180,107,415,https://ssd.userbenchmark.com/SpeedTest/743794/Samsung-SSD-860-QVO-4TB
SSD,MZ-76E4T0B/AM,Samsung,860 QVO 4TB,180,107,415,https://ssd.userbenchmark.com/SpeedTest/743794/Samsung-SSD-860-QVO-4TB
SSD,SSDSC2KW512G8,Intel,545s Series 512GB,181,107,5619,https://ssd.userbenchmark.com/SpeedTest/302752/INTEL-SSDSC2KW512G8
SSD,MZ-7KE1T0BW,Samsung,850 Pro 1TB,182,107,13925,https://ssd.userbenchmark.com/Samsung-850-Pro-1TB/Rating/3577
SSD,SSDPEKKF360G7X1,Intel,Pro 6000p NVMe PCIe M.2 360GB,183,106,630,https://ssd.userbenchmark.com/SpeedTest/296966/INTEL-SSDPEKKF360G7H
SSD,GP-GSM2NE8256GNTD,Gigabyte,NVMe PCIe M.2 256GB,184,106,1479,https://ssd.userbenchmark.com/SpeedTest/599447/GIGABYTE-GP-GSM2NE8256GNTD
SSD,CT500MX500SSD1,Crucial,MX500 500GB,185,106,78535,https://ssd.userbenchmark.com/SpeedTest/418385/CT500MX500SSD1
SSD,CT2000MX500SSD1,Crucial,MX500 2TB,186,106,6912,https://ssd.userbenchmark.com/SpeedTest/421719/CT2000MX500SSD1
SSD,ASU800SS-1TT-C,Adata,Ultimate SU800 1TB,187,106,7771,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-1TB/Rating/3914
SSD,MKNP44SC480GB,Mushkin,Scorpion Deluxe PCIe 480GB,188,106,80,https://ssd.userbenchmark.com/SpeedTest/11924/Mushkin-Scorpion-Deluxe
SSD,SSDPEKKF256G7X1,Intel,Pro 6000p NVMe PCIe M.2 256GB,189,106,4656,https://ssd.userbenchmark.com/SpeedTest/304420/INTEL-SSDPEKKF256G7H
SSD,MZ-7TE1T0BW,Samsung,840 Evo 1TB,190,105,15948,https://ssd.userbenchmark.com/SpeedTest/1436/Samsung-SSD-840-EVO
SSD,MZ-76Q2T0BW,Samsung,860 QVO 2TB,191,105,5088,https://ssd.userbenchmark.com/SpeedTest/719017/Samsung-SSD-860-QVO-2TB
SSD,MZ-76Q2T0B/AM,Samsung,860 QVO 2TB,191,105,5088,https://ssd.userbenchmark.com/SpeedTest/719017/Samsung-SSD-860-QVO-2TB
SSD,MZ-76E500B,Samsung,860 Evo 500GB,192,104,244156,https://ssd.userbenchmark.com/SpeedTest/428560/Samsung-SSD-860-EVO-500GB
SSD,TS256GMTE820,Transcend,MTE820 NVMe PCIe M.2 256GB,193,104,108,https://ssd.userbenchmark.com/SpeedTest/437614/TS256GMTE820
SSD,MZ-750500BW,Samsung,750 EVO 500GB,194,104,17341,https://ssd.userbenchmark.com/SpeedTest/143302/Samsung-SSD-750-EVO-500GB
SSD,MZ-7KE512BW,Samsung,850 Pro 512GB,195,104,43618,https://ssd.userbenchmark.com/Samsung-850-Pro-512GB/Rating/3478
SSD,MZ-75E250B,Samsung,850 Evo 250GB,196,103,563518,https://ssd.userbenchmark.com/Samsung-850-Evo-250GB/Rating/2977
SSD,MZ-7TE750BW,Samsung,840 Evo 750GB,197,103,1815,https://ssd.userbenchmark.com/SpeedTest/2175/Samsung-SSD-840-EVO-750GB
SSD,MZ-76E250B,Samsung,860 Evo 250GB,198,103,121433,https://ssd.userbenchmark.com/Samsung-860-Evo-250GB/Rating/3949
SSD,PX-G128M6e,Plextor,M6e PCIe M.2 128GB,199,102,472,https://ssd.userbenchmark.com/SpeedTest/15095/PLEXTOR-PX-G128M6e
SSD,MZ-7KE256BW,Samsung,850 Pro 256GB,200,102,86088,https://ssd.userbenchmark.com/Samsung-850-Pro-256GB/Rating/2385
SSD,CT250MX500SSD1,Crucial,MX500 250GB,201,102,30101,https://ssd.userbenchmark.com/Crucial-MX500-250GB/Rating/3951
SSD,CT480BX300SSD1,Crucial,BX300 480GB,202,102,1702,https://ssd.userbenchmark.com/Crucial-BX300-480GB/Rating/3947
SSD,MZ-7TE500BW,Samsung,840 Evo 500GB,203,102,41131,https://ssd.userbenchmark.com/SpeedTest/1519/Samsung-SSD-840-EVO-500GB
SSD,ASU800SS-512GT-C,Adata,Ultimate SU800 512GB,204,102,9691,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-512GB/Rating/3913
SSD,WDS100T2B0B,WD,Blue 3D SATA M.2 1TB,205,101,5182,https://ssd.userbenchmark.com/SpeedTest/342470/WDC-WDS100T2B0B-00YS70
SSD,SDSSDH3-2T00-G25,SanDisk,Ultra 3D 2TB,206,100,1781,https://ssd.userbenchmark.com/SpeedTest/351750/SanDisk-SDSSDH32000G
SSD,SDSSDH3-1T00-G25,SanDisk,Ultra 3D 1TB,207,100,3114,https://ssd.userbenchmark.com/SpeedTest/316514/SanDisk-SDSSDH31000G
SSD,WDS200T2B0A,WD,Blue 3D 2TB,208,99.6,728,https://ssd.userbenchmark.com/SpeedTest/373739/WDC-WDS200T2B0A-00SM50
SSD,WDS100T2B0A,WD,Blue 3D 1TB,209,99.5,8585,https://ssd.userbenchmark.com/SpeedTest/352978/WDC-WDS100T2B0A-00SM50
SSD,WDS500G2B0B,WD,Blue 3D SATA M.2 500GB,210,99,11651,https://ssd.userbenchmark.com/SpeedTest/325788/WDC-WDS500G2B0B-00YS70
SSD,MZ-7KE128BW,Samsung,850 Pro 128GB,211,98.9,12467,https://ssd.userbenchmark.com/Samsung-850-Pro-128GB/Rating/3483
SSD,2AP99AA#ABL,HP,S700 Pro 512GB,212,98.2,385,https://ssd.userbenchmark.com/SpeedTest/370902/HP-SSD-S700-Pro
SSD,VTR180-25SAT3-960G,Toshiba,OCZ VT180 960GB,213,97.9,60,https://ssd.userbenchmark.com/SpeedTest/171904/TOSHIBA-VT180
SSD,MZ-76Q1T0BW,Samsung,860 QVO 1TB,214,97.8,28379,https://ssd.userbenchmark.com/SpeedTest/667965/Samsung-SSD-860-QVO-1TB
SSD,MZ-76Q1T0B/AM,Samsung,860 QVO 1TB,214,97.8,28379,https://ssd.userbenchmark.com/SpeedTest/667965/Samsung-SSD-860-QVO-1TB
SSD,WDS500G2B0A,WD,Blue 3D 500GB,215,97.7,20040,https://ssd.userbenchmark.com/SpeedTest/337874/WDC-WDS500G2B0A-00SM50
SSD,2LU81AA#ABL,HP,S700 Pro 1TB,216,97.6,37,https://ssd.userbenchmark.com/SpeedTest/387205/HP-SSD-S700-Pro-1TB
SSD,CT500MX200SSD4,Crucial,MX200 SATA M.2 500GB,217,97.4,760,https://ssd.userbenchmark.com/SpeedTest/23836/Crucial-CT500MX200SSD4
SSD,SDSSDH3-500G-G25,SanDisk,Ultra 3D 500GB,218,96.9,5938,https://ssd.userbenchmark.com/SpeedTest/322712/SanDisk-SDSSDH3500G
SSD,CT250MX200SSD4,Crucial,MX200 SATA M.2 250GB,219,96.5,1232,https://ssd.userbenchmark.com/SpeedTest/23955/Crucial-CT250MX200SSD4
SSD,CSSD-F120GBMP300,Corsair,Force MP300 NVMe PCIe M.2 120GB,220,96.4,2326,https://ssd.userbenchmark.com/SpeedTest/534036/NVMe-Force-MP300
SSD,MZ-75E120B,Samsung,850 Evo 120GB,221,96.1,48165,https://ssd.userbenchmark.com/Samsung-850-Evo-120GB/Rating/3484
SSD,MDNVME80-SBX-0128,MyDigitalSSD,SBX NVMe PCIe M.2 128GB,222,96,95,https://ssd.userbenchmark.com/SpeedTest/431053/SBX
SSD,SSDPEKKW128G7X1,Intel,600p Series NVMe PCIe M.2 128GB,223,95.9,6360,https://ssd.userbenchmark.com/SpeedTest/170119/INTEL-SSDPEKKW128G7
SSD,ASU800SS-256GT-C,Adata,Ultimate SU800 256GB,224,95.9,18402,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-256GB/Rating/3912
SSD,2AP98AA#ABL,HP,S700 Pro 256GB,225,95.8,555,https://ssd.userbenchmark.com/SpeedTest/366058/HP-SSD-S700-Pro
SSD,GP-GSM2NE8128GNTD,Gigabyte,NVMe PCIe M.2 128GB,226,95.3,678,https://ssd.userbenchmark.com/SpeedTest/602706/GIGABYTE-GP-GSM2NE8128GNTD
SSD,MZ-750250BW,Samsung,750 EVO 250GB,227,95.2,43617,https://ssd.userbenchmark.com/SpeedTest/71929/Samsung-SSD-750-EVO-250GB
SSD,CT240BX300SSD1,Crucial,BX300 240GB,228,95.1,3895,https://ssd.userbenchmark.com/Crucial-BX300-240GB/Rating/3946
SSD,SSDSC2BP480G410,Intel,730 Series 480GB,229,95,3141,https://ssd.userbenchmark.com/Intel-730-Series-480GB/Rating/3479
SSD,MZ-7TE250BW,Samsung,840 Evo 250GB,230,94.8,135556,https://ssd.userbenchmark.com/Samsung-840-Evo-250GB/Rating/1594
SSD,SDSSDXPS-960G-G25,SanDisk,Extreme Pro 960GB,231,94.7,1677,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-960GB/Rating/3581
SSD,SDSSDXPS-480G-G25,SanDisk,Extreme Pro 480GB,232,94.5,4378,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-480GB/Rating/3476
SSD,SSDSC2KW256G8,Intel,545s Series 256GB,233,94.5,6134,https://ssd.userbenchmark.com/SpeedTest/299881/INTEL-SSDSC2KW256G8
SSD,SHSS37A/960G,HyperX,Savage 960GB,234,94.1,963,https://ssd.userbenchmark.com/HyperX-Savage-960GB/Rating/3580
SSD,VTR1-25SAT3-512G,OCZ,Vector 512GB,235,93.9,228,https://ssd.userbenchmark.com/SpeedTest/1810/OCZ-VECTOR
SSD,MZ-7PD512BW,Samsung,840 Pro 512GB,236,93.9,7885,https://ssd.userbenchmark.com/SpeedTest/2708/Samsung-SSD-840-PRO-Series
SSD,SSD7CS2211-480-RB,PNY,CS2211 480GB,237,93.9,1315,https://ssd.userbenchmark.com/PNY-CS2211-480GB/Rating/3630
SSD,SSD7CS2211-480-PB,PNY,CS2211 480GB,237,93.9,1315,https://ssd.userbenchmark.com/PNY-CS2211-480GB/Rating/3630
SSD,VTX4-25SAT3-512G,OCZ,Vertex 4 512GB,238,93.8,1000,https://ssd.userbenchmark.com/SpeedTest/4340/OCZ-VERTEX4
SSD,VTR180-25SAT3-480G,Toshiba,OCZ VT180 480GB,239,93.8,73,https://ssd.userbenchmark.com/SpeedTest/146334/TOSHIBA-VT180
SSD,VTR1-25SAT3-256G,OCZ,Vector 256GB,240,93.8,1402,https://ssd.userbenchmark.com/OCZ-Vector-256GB/Rating/1424
SSD,PX-256M6Pro,Plextor,M6 Pro 256GB,241,93.6,651,https://ssd.userbenchmark.com/SpeedTest/14560/PLEXTOR-PX-256M6Pro
SSD,MKNSSDST960GB,Mushkin,Striker 960GB,242,93.3,16,https://ssd.userbenchmark.com/SpeedTest/25597/MKNSSDST960GB
SSD,MZ-7PD256BW,Samsung,840 Pro 256GB,243,93.2,42538,https://ssd.userbenchmark.com/Samsung-840-Pro-256GB/Rating/1408
SSD,,Toshiba, THNSN5128GPUK NVMe PCIe M.2 128GB,244,93.1,775,https://ssd.userbenchmark.com/SpeedTest/335393/NVMe-THNSN5128GPUK-TO
SSD,PX-512M6V,Plextor,M6V 512GB,245,93,32,https://ssd.userbenchmark.com/SpeedTest/31388/PLEXTOR-PX-512M6V
SSD,PX-512M6Pro,Plextor,M6 Pro 512GB,246,93,125,https://ssd.userbenchmark.com/SpeedTest/15117/PLEXTOR-PX-512M6Pro
SSD,VTR150-25SAT3-480G,OCZ,Vector 150 480GB,247,93,305,https://ssd.userbenchmark.com/SpeedTest/7037/OCZ-VECTOR150
SSD,VTR180-25SAT3-960G,OCZ,Vector 180 960GB,248,92.9,253,https://ssd.userbenchmark.com/SpeedTest/30972/OCZ-VECTOR180
SSD,CT1000BX100SSD1,Crucial,BX100 1TB,249,92.8,859,https://ssd.userbenchmark.com/SpeedTest/22670/CT1000BX100SSD1
SSD,CT512M550SSD4,Crucial,M550 SATA M.2 512GB,250,92.7,121,https://ssd.userbenchmark.com/SpeedTest/15375/Crucial-CT512M550SSD4
SSD,SSD7CS1311-960-RB,PNY,CS1311 960GB,251,92.6,1913,https://ssd.userbenchmark.com/PNY-CS1311-960GB/Rating/3617
SSD,CT1050MX300SSD4,Crucial,MX300 SATA M.2 1TB,252,92.6,3062,https://ssd.userbenchmark.com/SpeedTest/182535/Crucial-CT1050MX300SSD4
SSD,CT250MX200SSD1,Crucial,MX200 250GB,253,92.5,14419,https://ssd.userbenchmark.com/Crucial-MX200-250GB/Rating/3196
SSD,CT256M550SSD1,Crucial,M550 256GB,254,92.5,5228,https://ssd.userbenchmark.com/Crucial-M550-256GB/Rating/2000
SSD,CSSD-N960GBXT,Corsair,Neutron XT 960GB,255,92,114,https://ssd.userbenchmark.com/SpeedTest/23267/Corsair-Neutron-XT-SSD
SSD,VTR180-25SAT3-480G,OCZ,Vector 180 480GB,256,91.9,707,https://ssd.userbenchmark.com/OCZ-Vector-180-480GB/Rating/3508
SSD,CT256M550SSD4,Crucial,M550 SATA M.2 256GB,257,91.9,102,https://ssd.userbenchmark.com/SpeedTest/12143/Crucial-CT256M550SSD4
SSD,CT1050MX300SSD1,Crucial,MX300 1TB,258,91.8,10526,https://ssd.userbenchmark.com/Crucial-MX300-1TB/Rating/3645
SSD,SDSSDXPS-240G,SanDisk,Extreme Pro 240GB,259,91.8,8045,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-240GB/Rating/2356
SSD,SDSSDXP-480G-G25,SanDisk,Extreme II 480GB,260,91.7,988,https://ssd.userbenchmark.com/SpeedTest/2135/SanDisk-SDSSDXP480G
SSD,VTX4-25SAT3-256G,OCZ,Vertex 4 256GB,261,91.5,6480,https://ssd.userbenchmark.com/OCZ-Vertex-4-256GB/Rating/1315
SSD,VTR180-25SAT3-240G,Toshiba,OCZ VT180 240GB,262,91.3,98,https://ssd.userbenchmark.com/SpeedTest/171243/TOSHIBA-VT180
SSD,PI480GS25SSDR,Patriot,Ignite 480GB,263,91.2,1358,https://ssd.userbenchmark.com/Patriot-Ignite-480GB/Rating/3574
SSD,MZ-750120BW,Samsung,750 EVO 120GB,264,91.2,12741,https://ssd.userbenchmark.com/SpeedTest/42465/Samsung-SSD-750-EVO-120GB
SSD,RADEON-R7SSD-480G,OCZ,AMD Radeon R7 480GB,265,91.2,602,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-480GB/Rating/3507
SSD,VX500-25SAT3-512G,Toshiba,OCZ VX500 512GB,266,91.1,98,https://ssd.userbenchmark.com/SpeedTest/190983/TOSHIBA-VX500
SSD,CT512M550SSD1,Crucial,M550 512GB,267,91,3283,https://ssd.userbenchmark.com/SpeedTest/7172/Crucial-CT512M550SSD1
SSD,VTX460A-25SAT3-240G,OCZ,Vertex 460A 240GB,268,90.9,861,https://ssd.userbenchmark.com/OCZ-Vertex-460A-240GB/Rating/3147
SSD,CT500BX100SSD1,Crucial,BX100 500GB,269,90.8,6713,https://ssd.userbenchmark.com/Crucial-BX100-500GB/Rating/3474
SSD,MZ-7TE120BW,Samsung,840 Evo 120GB,270,90.7,69356,https://ssd.userbenchmark.com/Samsung-840-Evo-120GB/Rating/1886
SSD,VTX460A-25SAT3-480G,OCZ,Vertex 460A 480GB,271,90.7,341,https://ssd.userbenchmark.com/SpeedTest/21677/OCZ-VERTEX460A
SSD,VTR150-25SAT3-240G,OCZ,Vector 150 240GB,272,90.6,1168,https://ssd.userbenchmark.com/OCZ-Vector-150-240GB/Rating/1748
SSD,RADEON-R7SSD-240G,OCZ,AMD Radeon R7 240GB,273,90.4,1745,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-240GB/Rating/2492
SSD,VTR180-25SAT3-240G,OCZ,Vector 180 240GB,274,90.3,892,https://ssd.userbenchmark.com/OCZ-Vector-180-240GB/Rating/3493
SSD,SSD7CS2211-960-RB,PNY,CS2211 960GB,275,90.2,157,https://ssd.userbenchmark.com/PNY-CS2211-960GB/Rating/3631
SSD,SSD7CS2211-960-PB,PNY,CS2211 960GB,275,90.2,157,https://ssd.userbenchmark.com/PNY-CS2211-960GB/Rating/3631
SSD,CT1024M550SSD1,Crucial,M550 1TB,276,90.2,1006,https://ssd.userbenchmark.com/SpeedTest/7108/Crucial-CT1024M550SSD1
SSD,VTX460-25SAT3-240G,OCZ,Vertex 460 240GB,277,90.1,1200,https://ssd.userbenchmark.com/OCZ-Vertex-460-240GB/Rating/2043
SSD,CSSD-F512GBLX,Corsair,Force LX 512GB,278,89.9,304,https://ssd.userbenchmark.com/SpeedTest/16265/CORSAIR-FORCE-LX-SSD
SSD,CT750MX300SSD1,Crucial,MX300 750GB,279,89.7,12942,https://ssd.userbenchmark.com/Crucial-MX300-750GB/Rating/3644
SSD,MKNSSDRE512GB,Mushkin,Reactor 512GB,280,89.5,622,https://ssd.userbenchmark.com/Mushkin-Reactor-512GB/Rating/3584
SSD,CT120BX300SSD1,Crucial,BX300 120GB,281,89.4,3404,https://ssd.userbenchmark.com/Crucial-BX300-120GB/Rating/3945
SSD,MKNSSDRE1TB,Mushkin,Reactor 1TB,282,89.4,5659,https://ssd.userbenchmark.com/Mushkin-Reactor-1TB/Rating/3583
SSD,SB1CSK31MT560-0240,OCZ,Saber 1000 240GB,283,89.2,80,https://ssd.userbenchmark.com/SpeedTest/36693/OCZ-SABER1000
SSD,SDSSDXP-240G-G25,SanDisk,Extreme II 240GB,284,89.1,1869,https://ssd.userbenchmark.com/SanDisk-Extreme-II-240GB/Rating/1545
SSD,PX-256M6S,Plextor,M6S 256GB,285,89.1,1098,https://ssd.userbenchmark.com/Plextor-M6S-256GB/Rating/3505
SSD,RVD3X2-FHPX4-480G,OCZ,RevoDrive 3 X2 PCIe 480GB,286,89.1,188,https://ssd.userbenchmark.com/SpeedTest/8804/OCZ-REVODRIVE3-X2
SSD,PX-256M5P,Plextor,M5 Pro 256GB,287,88.9,1425,https://ssd.userbenchmark.com/Plextor-M5-Pro-256GB/Rating/1410
SSD,ZTSSD-A5P-480G-PE,Zotac,Premium Edition 480GB,288,88.8,213,https://ssd.userbenchmark.com/Zotac-Premium-Edition-480GB/Rating/3599
SSD,WDS100T1B0A,WD,Blue 1TB,289,88.8,3819,https://ssd.userbenchmark.com/SpeedTest/186717/WDC-WDS100T1B0A-00H9H0
SSD,SSDPEKKF128GX1,Intel,Pro 6000p NVMe PCIe M.2 128GB,290,88.5,46,https://ssd.userbenchmark.com/SpeedTest/275754/INTEL-SSDPEKKF128G7
SSD,,Micron,M600 256GB,291,88.5,553,https://ssd.userbenchmark.com/SpeedTest/24442/Micron-M600-MTFDDAK256MBF
SSD,MZ-7PD128BW,Samsung,840 Pro 128GB,292,88.5,23886,https://ssd.userbenchmark.com/Samsung-840-Pro-128GB/Rating/1890
SSD,HDTS451XZSTA,Toshiba,Q300 Pro 512GB,293,88.5,90,https://ssd.userbenchmark.com/SpeedTest/57809/TOSHIBA-Q300-Pro
SSD,THNSNJ256GCSU,Toshiba,HG6 256GB,294,88.4,2212,https://ssd.userbenchmark.com/SpeedTest/11911/TOSHIBA-THNSNJ256GCSU
SSD,CT512M550SSD3,Crucial,M550 mSATA 512GB,295,88.4,330,https://ssd.userbenchmark.com/SpeedTest/8510/Crucial-CT512M550SSD3
SSD,MZ-MTE250BW,Samsung,840 Evo mSATA 250GB,296,88.4,1121,https://ssd.userbenchmark.com/SpeedTest/5250/Samsung-SSD-840-EVO-250GB-mSATA
SSD,TRN150-25SAT3-960G,OCZ,Trion 150 960GB,297,88.3,2404,https://ssd.userbenchmark.com/OCZ-Trion-150-960GB/Rating/3621
SSD,GP-GSTFS30512GTTD,Gigabyte,UD PRO 512GB,298,88.2,1213,https://ssd.userbenchmark.com/SpeedTest/522549/GIGABYTE-GP-GSTFS30512GTTD
SSD,TS512GSSD370,Transcend,SSD370 512GB,299,88.2,974,https://ssd.userbenchmark.com/Transcend-SSD370-512GB/Rating/3472
SSD,SSDSC2BB800G4,Intel,S3500 Series 800GB,300,88.1,166,https://ssd.userbenchmark.com/SpeedTest/30895/INTEL-SSDSC2BB800G4
SSD,MZ-MTE1T0BW,Samsung,840 Evo mSATA 1TB,301,87.9,370,https://ssd.userbenchmark.com/SpeedTest/10394/Samsung-SSD-840-EVO-1TB-mSATA
SSD,,Samsung,MZFLV256 NVMe PCIe M.2 256GB,302,87.7,3458,https://ssd.userbenchmark.com/SpeedTest/37597/NVMe-SAMSUNG-MZFLV256
SSD,CT128M550SSD1,Crucial,M550 128GB,303,87.7,1775,https://ssd.userbenchmark.com/Crucial-M550-128GB/Rating/3485
SSD,SHSS37A/240G,HyperX,Savage 240GB,304,87.6,21503,https://ssd.userbenchmark.com/HyperX-Savage-240GB/Rating/3494
SSD,CT256M550SSD3,Crucial,M550 mSATA 256GB,305,87.5,518,https://ssd.userbenchmark.com/SpeedTest/8589/Crucial-CT256M550SSD3
